filename,width,height,class,xmin,ymin,xmax,ymax
SPEED_LIM-1383-_png.rf.45d8f57c73ae23b7e380de3edd9c3896.jpg,640,640,Speed Limit -5-,214,159,432,478
NARROWBRID-31-_jpg.rf.466d81e8b7c4b6843c192211906a6bc2.jpg,640,640,Narrow Bridge,102,88,538,447
SPEED_LIM-349-_png.rf.45cd763d59286679deba63df84f35bb5.jpg,640,640,Speed Limit -100-,67,179,590,472
SPEED_LIM-751-_png.rf.469dd918d55fd61c6e3b70ce32916557.jpg,640,640,Speed Limit 30,103,117,535,530
NOTHROAD-10-_jpeg.rf.46794748049d4db210d88775e0dae7db.jpg,640,640,No Thorough Road,103,83,520,553
PTELE-37-_png.rf.46ae4b1369822f5f58bfa8329c9f153e.jpg,640,640,Public Telephone,49,143,580,513
DD-12-_jpg.rf.46645c27ed7610192eb6054f66ca7bb8.jpg,640,640,Dangerous Dip,239,119,577,590
PLC-3-_jpg.rf.459ecf201b7175736dd7163e8ab04aeb.jpg,640,640,Parking Lot Cars,342,188,448,297
EP-2-_jpeg.rf.46199617eed53e7f74d46d2511b58b6c.jpg,640,640,Eating Place,186,172,399,437
RHC-3-_jpg.rf.4612e5297b4f99347453b2247cbea46d.jpg,640,640,Right Hand Curve,160,46,472,325
RRBEN-82-_jpg.rf.46d85fa54181350c5dab0f2a1e164ba8.jpg,640,640,Right Reverse Bend,318,83,527,340
STEEPAS-29-_png.rf.46e75cbb2f2f2e28905372b7c0858cf0.jpg,640,640,Steep Ascent,44,32,610,619
LREFRESH-14-_jpg.rf.46dcb71bd387e738b511d88839836cf0.jpg,640,640,Light Refreshment,39,108,619,526
BA-3-_jpg.rf.45d7b648c22025b9b00dfccaa79ad89d.jpg,640,640,Barrier Ahead,71,39,603,592
HORNPROHIB-9-_jpg.rf.4675e2c9b9160b9ce3c163fe42d58613.jpg,640,640,Horn Prohibited,84,72,552,519
SPEED_LIM-1163-_png.rf.46dd04404521bd741951ee2a180f2924.jpg,640,640,Speed Limit -50-,130,142,513,514
NP-53-_jpg.rf.4657b1c7f0b59bc0f1f816fb8a1e6706.jpg,640,640,No Parking,118,194,338,369
NP-45-_jpg.rf.461cbaf90f0c3fac4c6b2ca814714f8e.jpg,640,640,No Parking,76,85,291,476
HORNPROHIB-45-_jpg.rf.47107c822c50e2a2f3cffd9e76931a0a.jpg,640,640,Horn Prohibited,27,40,618,574
DD-52-_jpg.rf.461a808e9d7ded53cd49b7be4bd0a180.jpg,640,640,Dangerous Dip,190,232,405,455
SLIPROAD-28-_png.rf.46607cd5d3770800a0def3fff6d47f25.jpg,640,640,Slippery Road,37,58,612,595
LHC-10-_jpg.rf.4664476faa6e6ea756518f75c78555b6.jpg,640,640,Left hand curve,184,76,329,256
STOP-12-_jpg.rf.4747b7b6109641a26381a08167100412.jpg,640,640,Stop,383,116,494,299
SPEED_LIM-616-_png.rf.46b92dd4ebdeacc6397952eae1811b6d.jpg,640,640,Speed Limit -65-,107,143,535,479
SPEED_LIM-400-_png.rf.45f82ecbf43169ec284653410d1878e5.jpg,640,640,Speed Limit -100-,85,188,561,468
SPEED_LIM-720-_png.rf.4740b4a3d0aae7d5fcced093e5b3d435.jpg,640,640,Speed Limit -50-,113,107,520,504
SPEED_LIM-177-_png.rf.473f3a7a27c70082c5fe44a5cffb0ce9.jpg,640,640,Speed Limit -60-,155,179,456,458
RRBEN-59-_jpg.rf.470790f4f787489011a68b0b0e899e49.jpg,640,640,Right Reverse Bend,177,154,471,414
SPEED_LIM-6-_jpg.rf.466b364e071ca3475985dc323f8a2e1b.jpg,640,640,Speed Limit 30,224,58,397,179
STOP-8-_png.rf.4688507ae810623df2c66937097729d6.jpg,640,640,Stop,77,67,425,359
PETPUMP-51-_png.rf.4751ea056f66849abc81ca47bbdb5a65.jpg,640,640,Petrol Pump- Gas Station,43,49,560,597
PETPUMP-36-_png.rf.474c365edda677317e54a146a6a4b509.jpg,640,640,Petrol Pump- Gas Station,104,81,523,560
GIVEWAY-52-_jpg.rf.4687a5d86c62e0b3bcbce31491858d5b.jpg,640,640,Give Way,32,26,586,576
SPEED_LIM-549-_png.rf.4768d474210805a43eba628ce81aaff1.jpg,640,640,Speed Limit -35-,47,149,580,596
FIRST-AID-64-_jpg.rf.472c04144ff0578c546fea3b7f8068f7.jpg,640,640,First Aid Post,94,36,576,555
SLIPROAD-23-_png.rf.47c0d8623c738733083ac782c4773336.jpg,640,640,Slippery Road,27,52,596,599
SPEED_LIM-738-_png.rf.474375c91b956b42eead26d4550285f5.jpg,640,640,Speed Limit -110-,83,117,565,530
PEDC-32-_png.rf.479cb973ce71f0d194a2f3ec79159c87.jpg,640,640,Pedestrian Crossing,33,61,614,598
PEDP-1-_jpg.rf.4734ac7e8b1df21ee35f592faca6d23c.jpg,640,640,Pedestrian Prohibited,240,233,458,389
SPEED_LIM-261-_png.rf.476d0430ed3c202de05b4bec9d96163e.jpg,640,640,Speed Limit -110-,119,187,512,445
HUMP-33-_jpg.rf.46ff6665cc189764a70e3880d3b2c568.jpg,640,640,Hump,44,46,587,574
DD-36-_jpg.rf.47ac2f7a61013b1c0d4bfc8b665eae25.jpg,640,640,Dangerous Dip,77,52,575,604
HORNPROHIB-56-_jpg.rf.4790cdf5b7348b382f91e84e3f2a8736.jpg,640,640,Horn Prohibited,41,37,640,577
SPEED_LIM-480-_png.rf.46ca5c253b10ab769eb1dc9037003d1d.jpg,640,640,Speed Limit -25-,91,150,557,484
SPEED_LIM-1191-_png.rf.47ab6c7572b8fa2d1a4e9dc21b4c1118.jpg,640,640,Speed Limit -10-,134,190,485,476
SPEED_LIM-36-_png.rf.47c4256a4acd3aca29ad3a4d3572115b.jpg,640,640,Speed Limit -100-,28,235,607,570
STOP-34-_jpg.rf.46dcef2ff3c6a099d4eca2f04eb4bb43.jpg,640,640,Stop,41,23,597,608
PEDP-5-_png.rf.4723aec42eeaa8a1a440c41d0e55a4e5.jpg,640,640,Pedestrian Prohibited,79,38,557,385
SPEED_LIM-222-_png.rf.47d5831fe7eaecb474767df510c0016b.jpg,640,640,Speed Limit 30,155,179,498,457
STEEPAS-30-_png.rf.47c5d040dc4d82008bac49a364640550.jpg,640,640,Steep Ascent,47,91,610,612
FIRST-AID-58-_jpg.rf.47e7cdf1a9f82a7e4b56a7a6ab8c9afc.jpg,640,640,First Aid Post,103,45,593,334
SPEED_LIM-1080-_png.rf.47ccc7c0b8572dd95dfc6b76761b6381.jpg,640,640,Speed Limit -50-,119,136,526,483
RRBEN-27-_jpg.rf.4745bc9ed8f2778b330ec9dcb0bf26d7.jpg,640,640,Right Reverse Bend,148,65,500,431
HUMP-5-_jpg.rf.47e099d78108f1d64c2d16f7ee8b7db1.jpg,640,640,Hump,367,85,605,357
PLC-9-_png.rf.476c1bd6366f98c5cd90a4df726cb550.jpg,640,640,Parking Lot Cars,17,40,629,596
SPEED_LIM-31-_png.rf.4702b4ae664ea58678e805987888572a.jpg,640,640,Speed Limit -50-,45,256,578,557
SPEED_LIM-692-_png.rf.47ce11a8e6345d0fee3eba24fcced614.jpg,640,640,Speed Limit -70-,83,108,555,535
STOP-7-_png.rf.47f7ab86d6bb0c734068c4b044823899.jpg,640,640,Stop,23,13,631,498
SPEED_LIM-231-_png.rf.4776ee68557b19915ec5ee1dc74ba211.jpg,640,640,Speed Limit -50-,100,137,531,449
SPEED_LIM-62-_png.rf.47656d53437be27d01542e090ea515fc.jpg,640,640,Speed Limit -10-,47,54,596,589
SPEED_LIM-403-_png.rf.4827480006e2aaa2fbda2b2efeff7a61.jpg,640,640,Speed Limit -110-,131,166,499,464
SPEED_LIM-620-_png.rf.4832d2afbdd9fc72e11963f6be86609d.jpg,640,640,Speed Limit 30,59,64,569,591
HORNPROHIB-48-_jpg.rf.47a315b54023a5c393294586567c527a.jpg,640,640,Horn Prohibited,56,16,612,569
SPEED_LIM-597-_png.rf.481e29f57df0ae4f2c11cea30806f109.jpg,640,640,Speed Limit -80-,54,160,590,488
SPEED_LIM-702-_png.rf.485466be5813935ca08270eb6fdf57a0.jpg,640,640,Speed Limit -50-,92,106,541,547
SPEED_LIM-791-_png.rf.4812bd464ae6a673327e90e7ad8f699d.jpg,640,640,Speed Limit 30,63,120,554,534
FERRY-4-_png.rf.481560c9a66cc212bced6551b9df9a3e.jpg,640,640,Caution,60,36,582,573
SPEED_LIM-723-_png.rf.48598220a1f79d8632fa98853e21fd50.jpg,640,640,Speed Limit -50-,113,107,520,504
LREFRESH-8-_jpg.rf.482920cd25f363441d1e2a50813c6410.jpg,640,640,Light Refreshment,45,56,611,518
SPEED_LIM-18-_png.rf.4890103af81c60a7389296b30a87642e.jpg,640,640,Speed Limit -70-,107,210,515,436
FIRST-AID-40-_jpg.rf.485830ece5cdb914468df38caffa0c4a.jpg,640,640,First Aid Post,92,53,566,524
LHC-7-_jpg.rf.485c25d4e3a2c4d582b80f66c9a8a4a9.jpg,640,640,Left hand curve,188,62,440,280
PETPUMP-46-_png.rf.484d04c4d06b259d6d3292f407515ca9.jpg,640,640,Petrol Pump- Gas Station,338,65,507,558
SPEED_LIM-917-_png.rf.488c6915395267eacd3a534e896d4af7.jpg,640,640,Speed Limit -50-,87,117,554,513
SPEED_LIM-32-_jpg.rf.480083abd334214e00af49c289964986.jpg,640,640,Speed Limit -20-,137,98,514,252
SPEED_LIM-969-_png.rf.48982d8c73541ba42e8e7e5c2e9b5da7.jpg,640,640,Speed Limit -110-,0,244,640,553
NARROWROADAH-21-_jpg.rf.48ab4c3fe247a5aa7c5b5f86dca40a49.jpg,640,640,Narrow road ahead,321,57,525,292
FROCKS-12-_png.rf.48d4d2e92e06d83002369b00cce62ba0.jpg,640,640,Falling Rocks,58,68,570,470
LRB-13-_jpg.rf.488fbb448f10317e227cad6f613198b7.jpg,640,640,Right Reverse Bend,304,133,571,364
SPEED_LIM-454-_png.rf.48e17a4231c43ca2aaf2870d8cef3fd3.jpg,640,640,Speed Limit -5-,98,119,551,533
DD-12-_jpg.rf.48aced8237a5b8503ecc8ae3517b8304.jpg,640,640,Dangerous Dip,239,119,577,590
HORNPROHIB-4-_jpg.rf.48cac91ed18f303f8a12d67ba75e0315.jpg,640,640,Horn Prohibited,36,48,620,533
SPEED_LIM-1358-_png.rf.489d2910ae42f33da6854964c04fa6ad.jpg,640,640,Speed Limit -20-,119,176,539,485
SPEED_LIM-533-_png.rf.480588bb92f530eb0a1491903edbd3d5.jpg,640,640,Speed Limit -35-,43,53,595,586
HORNPROHIB-42-_jpg.rf.493f5d96159c47f2f116401327628d91.jpg,640,640,Horn Prohibited,158,130,478,415
STEEPAS-57-_png.rf.48e9f25280bce862b37d1c0ed23de9cb.jpg,640,640,Steep Ascent,50,53,595,579
SPEED_LIM-289-_png.rf.482c3db36bb37ee27ca6e5b17b596109.jpg,640,640,Speed Limit -50-,104,146,544,476
ROUNDAB-11-_jpg.rf.489fe293fabe421dcbfd395db7ea31c4.jpg,640,640,Round About,24,20,626,620
SPEED_LIM-14-_jpg.rf.48bbd9f93d7c95b8ffa71fec6e7ca22c.jpg,640,640,Speed Limit -25-,218,379,500,526
NTSR-6-_jpg.rf.487ef05e1dab1b2d473f6d886a015b72.jpg,640,640,No Thorough SideRoad,105,73,301,350
HORNPROHIB-55-_jpg.rf.4885e4c2922d90ec447866bf232703a2.jpg,640,640,Horn Prohibited,213,120,508,440
SPEED_LIM-121-_png.rf.487cec618abfbd3474d3e5f8df21d63a.jpg,640,640,Speed Limit -80-,130,153,517,502
C-17-_png.rf.496e5daec73220a1ece929f3716d7c7e.jpg,640,640,Cattle,49,36,614,619
HORNPROHIB-34-_jpg.rf.48e00dbcca50bfb81e112d61643b0eae.jpg,640,640,Horn Prohibited,121,150,338,451
RHC-17-_jpg.rf.492f868279daf3c1cc0d923868bcf755.jpg,640,640,Right Hand Curve,40,59,595,544
SPEED_LIM-616-_png.rf.487eeb9b242e7ff91fd2b3eab67fcdc6.jpg,640,640,Speed Limit -65-,107,143,535,479
BA-51-_png.rf.49529fee297838936a8df9d05f1f6a0c.jpg,640,640,Barrier Ahead,31,22,622,619
RHPB-26-_jpg.rf.4887687e10e042563c49f6828355a4be.jpg,640,640,Right Hair Pin Bend,125,124,494,480
HORNPROHIB-19-_jpg.rf.4879c0b7bbc7f69b8851f957ef0b387d.jpg,640,640,Horn Prohibited,463,341,520,447
PEDP-9-_png.rf.49567bef1759822882a53455031f4177.jpg,640,640,Pedestrian Prohibited,32,28,614,610
GIVEWAY-105-_jpg.rf.499756ca37cfd12aa376658d6c55a6ba.jpg,640,640,Give Way,133,33,567,285
SPEED_LIM-245-_png.rf.497469a0e3d601eda6bc8e9fcddd0842.jpg,640,640,Speed Limit -70-,118,157,492,485
PEDC-9-_png.rf.49f6df5c90491638f6d2357043f7bccf.jpg,640,640,Pedestrian Crossing,32,26,612,567
STOP-14-_png.rf.48df3cf08755b71cd97003e82a3d827c.jpg,640,640,Stop,33,108,634,494
HORNPROHIB-45-_jpg.rf.49a058742798e34a5c1c61436063c5c2.jpg,640,640,Horn Prohibited,27,40,618,574
SPEED_LIM-352-_png.rf.4922fc2b3977dc85fbf5002faa72ad48.jpg,640,640,Speed Limit -5-,214,163,424,452
NOTHROAD-8-_jpeg.rf.4936e4d527e7499a43c7d855527632f3.jpg,640,640,No Thorough Road,243,95,408,202
PLSM-62-_jpg.rf.4a1a59b72b079280cb5952cc41b774e3.jpg,640,640,Parking Lot Scooter and MotorCycle,39,40,590,566
SPEED_LIM-435-_png.rf.48e3368b96e83ad83abe15440cb371b7.jpg,640,640,Speed Limit -60-,70,319,573,609
HOSPI-10-_png.rf.489b0e2ef6287f2d21cadac61f2f7b6d.jpg,640,640,Hospital,53,40,610,597
STOP-18-_png.rf.4a31baf9aa0a9214753f6cfeb55b9e91.jpg,640,640,Stop,26,17,612,600
BA-2-_png.rf.4a4b22e106b0ee78bbe091a671bb01c9.jpg,640,640,Barrier Ahead,70,52,588,580
SPEED_LIM-181-_png.rf.4a492bb23f8f5af65ee3ccec6fb8dd2f.jpg,640,640,Speed Limit -100-,117,205,540,426
FROCKS-51-_jpg.rf.4a7b0183dbb89cd5c3bdaf329d67f6be.jpg,640,640,Falling Rocks,215,124,600,585
LRB-9-_jpg.rf.4a5b16b17c56f25f442431983e78a0a8.jpg,640,640,Left Reverse Bend,307,126,586,280
SPEED_LIM-775-_png.rf.4a21d67fecadc3e80d18ca7ea5640933.jpg,640,640,Speed limit -40-,94,115,557,523
BA-18-_png.rf.4902aeab0c32ebc14c8b4c5442f1cfdc.jpg,640,640,Barrier Ahead,67,29,577,560
CC-27-_jpg.rf.49aac926ad0da9a1907d1a0f456c587c.jpg,640,640,Cycle Crossing,52,128,452,631
SPEED_LIM-1329-_png.rf.4aae912191c4c50fb26e083f90a58413.jpg,640,640,Speed Limit -100-,77,182,553,469
FROCKS-44-_jpg.rf.4a20ed84372c10be68405fae20470daa.jpg,640,640,Falling Rocks,47,27,589,555
LHC-43-_jpg.rf.4a6d9b618886a019b3a5c4e1a89c0725.jpg,640,640,Left hand curve,191,76,343,270
SPEED_LIM-1318-_png.rf.49f21d44404a20cb9ebbdb6b57897fa4.jpg,640,640,Speed Limit -110-,119,212,515,436
SPEED_LIM-697-_png.rf.49c55662ccece03edb66cc6109ef365e.jpg,640,640,Speed Limit -120-,83,108,555,535
SPEED_LIM-507-_png.rf.4ad0f6c982f63cb0fa0d165afc27337f.jpg,640,640,Speed Limit -75-,10,196,631,598
SPEED_LIM-446-_png.rf.49b79382eec3e12b61f7426198f62adc.jpg,640,640,Speed Limit -60-,23,91,608,560
HUMP-103-_jpg.rf.49b618c6646019294a373e329c9af8c1.jpg,640,640,Hump,97,43,595,568
CC-36-_png.rf.4b55b599fec19f9ec28d84ad8dfd133d.jpg,640,640,Cycle Crossing,50,56,585,579
C-18-_jpg.rf.4aec849e584f6c6dd7a15b15d66998cd.jpg,640,640,Cattle,63,31,621,621
PEDC-36-_png.rf.4a88192b2fc88289bda5e05293036b93.jpg,640,640,Pedestrian Crossing,25,42,613,610
GIVEWAY-12-_jpg.rf.4b0257ff708c8bae5e69dfe6a8f602fe.jpg,640,640,Give Way,15,0,170,121
GIVEWAY-12-_jpg.rf.4b0257ff708c8bae5e69dfe6a8f602fe.jpg,640,640,Speed Limit -60-,197,12,303,107
GIVEWAY-12-_jpg.rf.4b0257ff708c8bae5e69dfe6a8f602fe.jpg,640,640,Speed Limit -100-,329,13,443,116
GIVEWAY-12-_jpg.rf.4b0257ff708c8bae5e69dfe6a8f602fe.jpg,640,640,Left hand curve,192,128,310,255
GIVEWAY-12-_jpg.rf.4b0257ff708c8bae5e69dfe6a8f602fe.jpg,640,640,Right Hand Curve,319,128,443,255
GIVEWAY-12-_jpg.rf.4b0257ff708c8bae5e69dfe6a8f602fe.jpg,640,640,Stop,419,397,637,594
GIVEWAY-12-_jpg.rf.4b0257ff708c8bae5e69dfe6a8f602fe.jpg,640,640,Hump,479,158,621,304
SPEED_LIM-1039-_png.rf.49cd474098634cb33d054612ee6da300.jpg,640,640,Speed Limit -110-,100,140,543,514
SPEED_LIM-867-_png.rf.4ad2dab4276a2792c6edbcf9d107816a.jpg,640,640,Speed Limit -50-,104,135,543,504
NOSTOPPING-22-_jpg.rf.49fae6ee6ec0b77336c1456c02809e68.jpg,640,640,No Stopping,357,135,520,378
SPEED_LIM-169-_png.rf.49e9f12f5a14b5dfa630a9f922fb3d96.jpg,640,640,Speed Limit -130-,122,209,527,452
STOP-69-_png.rf.4908b69b02ef45c3c499aa9e012d3d2b.jpg,640,640,Stop,25,37,622,598
STEEPDES-3-_png.rf.4b5bea0492b15f52e33707cd570eb27a.jpg,640,640,Steep Desecnt,43,35,601,552
SPEED_LIM-594-_png.rf.4b7673fd5ece0d91775de8cd8af00672.jpg,640,640,Speed Limit -60-,47,148,575,499
STOP-25-_png.rf.4b75f40c5257e4175d8c74aed93f74df.jpg,640,640,Stop,16,25,610,601
SPEED_LIM-1378-_png.rf.4b61496faf62e286c064340e9a0d9033.jpg,640,640,Speed Limit -90-,149,185,492,482
SPEED_LIM-459-_png.rf.4b76a813d349270e7635fce3e630a19a.jpg,640,640,Speed Limit -50-,74,91,566,549
SPEED_LIM-79-_png.rf.4a602c1b82f2d32c61cf8112de6e3417.jpg,640,640,Speed limit -15-,67,168,574,605
SPEED_LIM-514-_png.rf.4bc0ebc00607e68470f7c73031fc6888.jpg,640,640,Speed limit -15-,69,176,577,600
LREFRESH-12-_jpg.rf.4a1f8ff6e5308b98a4a0f77fb15e6334.jpg,640,640,Light Refreshment,59,52,583,548
SPEED_LIM-354-_png.rf.4ba6cc11b092fe880c7c39de200a3295.jpg,640,640,Speed Limit -20-,141,168,485,476
HORNPROHIB-20-_jpg.rf.4bbf9200f9ec79b67dc2be455215b2b6.jpg,640,640,Horn Prohibited,5,15,628,569
SPEED_LIM-135-_png.rf.4beb44a7b66d8838437a1160e7067334.jpg,640,640,Speed Limit -50-,106,157,553,494
NP-49-_jpg.rf.4ac873a88afd3a2d8635c001da56eb78.jpg,640,640,No Parking,188,248,245,348
GIVEWAY-1-_jpg.rf.4a943818d9a60a52d84dea78bb8ad252.jpg,640,640,Give Way,240,10,392,232
FERRY-15-_jpg.rf.4ab46be2b085e6b2f22f6bf5457afc52.jpg,640,640,Caution,55,83,597,404
NARROWROADAH-28-_jpg.rf.4a959915307cb1af13e2f93221c3a893.jpg,640,640,Narrow road ahead,73,23,604,569
SPEED_LIM-380-_png.rf.4bbf881cbfc8bde6bb77cf24317bdeeb.jpg,640,640,Speed Limit -50-,157,181,482,458
PETPUMP-24-_png.rf.4ab989ab2ade1d81d53f5b0a5fa87648.jpg,640,640,Petrol Pump- Gas Station,52,33,587,593
LREFRESH-14-_jpg.rf.4bde2e24f1fdb948e37bf52c296faaca.jpg,640,640,Light Refreshment,39,108,619,526
SPEED_LIM-829-_png.rf.4bf850f4d6262ee96cd6dd2ba92d56f5.jpg,640,640,Speed Limit -35-,73,88,576,534
SPEED_LIM-355-_png.rf.4b4a45bd71f7099307f179d2244d9c22.jpg,640,640,Speed Limit 30,139,183,498,457
NARROWROADAH-32-_jpg.rf.4b315017accd61c80b69d7db0a507e2b.jpg,640,640,Narrow road ahead,90,101,550,495
HUMP-1-_png.rf.4b4d326689bb9708f2d57db0b06be9b1.jpg,640,640,Hump,30,14,632,633
PTELE-66-_png.rf.4c1ecddf95e5ab926f283755915e7fb4.jpg,640,640,Left hand curve,32,27,620,626
SPNE-12-_jpg.rf.4b9b50876d76f66643c32161c7937972.jpg,640,640,Straight Prohibitor No Entry,80,83,570,571
NP-22-_jpg.rf.4be7de39586f482d2136bcb8ad32b9b5.jpg,640,640,No Parking,208,259,248,372
RESTP-6-_png.rf.4b91bd8b276b19c50dcf2bc44260bd67.jpg,640,640,Resting Place,52,43,579,401
HUMP-1-_jpg.rf.4c2fd582f112f993bf5787717771b9c2.jpg,640,640,Hump,36,39,625,543
PLC-11-_jpg.rf.4b44098264033f19082e317b41d6188e.jpg,640,640,Parking Lot Cars,49,260,239,508
PLC-11-_jpg.rf.4b44098264033f19082e317b41d6188e.jpg,640,640,Parking Lot Cars,311,144,354,209
PLC-11-_jpg.rf.4b44098264033f19082e317b41d6188e.jpg,640,640,Parking Lot Cars,403,121,452,203
SAHED-39-_png.rf.4b9a4067ce567d8b2d3e3fe48bbfb8ce.jpg,640,640,School Ahead,60,36,555,588
SPEED_LIM-528-_png.rf.4bfd58b8b49f0d870c068786c498dd8e.jpg,640,640,Speed Limit -10-,41,70,574,580
FROCKS-2-_jpg.rf.4c7fa60a714293688fb0b34b095f5d1a.jpg,640,640,Falling Rocks,80,62,482,584
SPEED_LIM-210-_png.rf.4aeaf7c9c361e9730bdfdc079fdcc3db.jpg,640,640,Speed Limit -20-,133,133,527,400
SPEED_LIM-677-_png.rf.4c53edde325378b84f8c1016007cf05b.jpg,640,640,Speed Limit -100-,59,139,569,548
SPEED_LIM-723-_png.rf.4c99ee74f3824278f70060d58eb438c0.jpg,640,640,Speed Limit -50-,113,107,520,504
SPEED_LIM-237-_png.rf.4ccacda6205d393ded8dbe05ac88972c.jpg,640,640,Speed Limit -50-,142,192,514,442
SPEED_LIM-182-_png.rf.4c6ba9f7092907b80c681486bf293681.jpg,640,640,Speed Limit -110-,135,188,502,453
SPEED_LIM-941-_png.rf.4c75332690b622d5be98376727a2e6f1.jpg,640,640,Speed Limit -5-,77,119,551,532
BA-3-_jpg.rf.4cb3469059f39c2fd51238e1891a2a27.jpg,640,640,Barrier Ahead,71,39,603,592
SPEED_LIM-1004-_png.rf.4c4ea9908deed6ce1910be8f1534a9f8.jpg,640,640,Speed Limit -65-,36,60,590,591
HUMP-71-_jpg.rf.4ce94fdb837c2496171598004ad87671.jpg,640,640,Hump,99,123,522,482
SPEED_LIM-1204-_png.rf.4c3a15f649f90eb7de8a00b86ee37260.jpg,640,640,Speed Limit -25-,49,231,585,585
SPEED_LIM-595-_png.rf.4cda46de7742a5a82981a6d8a3130213.jpg,640,640,Speed Limit -70-,31,144,598,514
SPEED_LIM-1006-_png.rf.4cc4c9742f5f9779cd6262d1f05ac56e.jpg,640,640,Speed Limit -75-,41,61,587,575
PLCY-17-_jpg.rf.4ca39a01e07606c618c156b772bb109f.jpg,640,640,Parking Lot Cycle,42,99,552,531
SPEED_LIM-60-_jpg.rf.4bb7adc9989c52d2e506a84f001f23e7.jpg,640,640,Speed Limit -50-,170,213,266,345
SPEED_LIM-60-_jpg.rf.4bb7adc9989c52d2e506a84f001f23e7.jpg,640,640,Speed limit -40-,180,76,268,210
SPEED_LIM-60-_jpg.rf.4bb7adc9989c52d2e506a84f001f23e7.jpg,640,640,Speed limit -40-,164,351,260,503
SPEED_LIM-774-_png.rf.4c64450ff9326fcb2b402d4230dfdfbb.jpg,640,640,Speed Limit 30,94,115,557,523
PTELE-30-_png.rf.4d1f700016770f9774b0d09c57a9b522.jpg,640,640,Public Telephone,58,135,586,499
SPEED_LIM-840-_png.rf.4d2cd1545972012abc69c24b8d638e5a.jpg,640,640,Speed Limit -10-,103,101,531,539
NP-44-_jpg.rf.4c465f6451135b0738a4571bd8c48704.jpg,640,640,No Parking,56,111,371,464
FROCKS-51-_jpg.rf.4d3958df0d3b8672c5cb5675a86b910f.jpg,640,640,Falling Rocks,215,124,600,585
GIVEWAY-72-_jpg.rf.4d62007ab1117e8be7ff48b0cd7ca88d.jpg,640,640,Give Way,66,50,602,298
GIVEWAY-72-_jpg.rf.4d62007ab1117e8be7ff48b0cd7ca88d.jpg,640,640,Round About,111,302,544,528
SPEED_LIM-346-_png.rf.4c41c08f10f8e7fef27c694788ab6d0a.jpg,640,640,Speed Limit -70-,85,155,563,465
SPEED_LIM-17-_png.rf.4d19a337491035cf389900bf24eec38d.jpg,640,640,Speed Limit -60-,111,201,544,437
SPEED_LIM-416-_png.rf.4d32e4d58fc9dbe84f17d436e6607745.jpg,640,640,Speed Limit -60-,47,236,596,578
HUMP-71-_jpg.rf.4d9d5a7b640c07721108dc1dc9163c6f.jpg,640,640,Hump,99,123,522,482
SPEED_LIM-119-_png.rf.4d064eeec5602626f4baee716cbcfce9.jpg,640,640,Speed Limit -50-,97,124,528,518
C-8-_png.rf.4cfb185a0600df83ffa320fad27a479f.jpg,640,640,Cattle,25,33,596,587
RHPB-30-_jpg.rf.4c287420b7ce96ac32b724bd2e510f48.jpg,640,640,Right Hair Pin Bend,86,70,538,509
BA-73-_png.rf.4dab1c3eae6c32d229ed7bd9465f9cf3.jpg,640,640,Barrier Ahead,26,48,612,612
PLSM-14-_jpg.rf.4db5668972308c4f9e3971c0041f1484.jpg,640,640,Parking Lot Scooter and MotorCycle,353,31,616,580
SPEED_LIM-264-_png.rf.4c577954762d49c5c2b051cb6b3ff2cc.jpg,640,640,Speed Limit 30,140,198,497,441
SPEED_LIM-275-_png.rf.4d906c9967b58c617f11255109f143a9.jpg,640,640,Speed Limit -25-,52,234,574,563
SPEED_LIM-785-_png.rf.4d4d818f2169c1a4744c7babd9736a4f.jpg,640,640,Speed limit -40-,63,87,573,561
SPEED_LIM-13-_jpg.rf.4d81649f87f985385df0743fd5f12a44.jpg,640,640,Speed Limit -70-,223,193,442,300
PEDC-38-_png.rf.4c7c06f6f8cea102bd8011eeaf518d0b.jpg,640,640,Pedestrian Crossing,26,41,621,616
SPEED_LIM-1025-_png.rf.4c0f19f11c93fc8819d78dba32a4cc41.jpg,640,640,Speed Limit -10-,103,88,546,539
PLSM-16-_jpg.rf.4dea8bbdeb0947f72c38b68e9bd37700.jpg,640,640,Parking Lot Scooter and MotorCycle,123,237,522,432
SPEED_LIM-54-_png.rf.4c03d4de4f25f94bbeb55539b7069125.jpg,640,640,Speed Limit -50-,51,166,592,601
STEEPAS-41-_png.rf.4dd6bbc1e6d25f98bf55d9a44ed32161.jpg,640,640,Steep Ascent,42,76,588,604
SPNE-1-_jpg.rf.4cc5dca1d307726fe7883bf4488d8144.jpg,640,640,Straight Prohibitor No Entry,30,31,616,612
SPEED_LIM-1023-_png.rf.4dbb891fa0d848def06e37f2213d6983.jpg,640,640,Speed Limit -60-,40,144,616,520
EP-2-_jpg.rf.4cf416b4836f76611d8e2b87fae3098d.jpg,640,640,Eating Place,55,63,623,508
SPEED_LIM-558-_png.rf.4e578d2022a0f24752cfc62df4d2d908.jpg,640,640,Speed Limit -80-,36,29,561,614
PEDP-20-_png.rf.4dc055ad096144ff17c645adae7c1adf.jpg,640,640,Pedestrian Prohibited,20,15,619,603
SPEED_LIM-489-_png.rf.4dc7c7b6e7547eedc3a5c1c7b6ad1ded.jpg,640,640,Speed Limit -100-,48,156,595,493
SPEED_LIM-528-_png.rf.4d12a7c37e490d5709d61fcd12335788.jpg,640,640,Speed Limit -10-,41,70,574,580
